time_ns,voltage_mV
2.764800000000000000e+05,1.777397991882076478e-01
2.790400000000000000e+05,1.777397991882076478e-01
2.816000000000000000e+05,3.662221137119663350e-01
2.841600000000000000e+05,5.547044282357249667e-01
2.867200000000000000e+05,3.662221137119663350e-01
2.892800000000000000e+05,3.662221137119663350e-01
2.918400000000000000e+05,1.777397991882076478e-01
2.944000000000000000e+05,3.662221137119663350e-01
2.969600000000000000e+05,3.662221137119663350e-01
2.995200000000000000e+05,3.662221137119663350e-01
3.020800000000000000e+05,3.662221137119663350e-01
3.046400000000000000e+05,3.662221137119663350e-01
3.072000000000000000e+05,3.662221137119663350e-01
3.097600000000000000e+05,3.662221137119663350e-01
3.123200000000000000e+05,3.662221137119663350e-01
3.148800000000000000e+05,3.662221137119663350e-01
3.174400000000000000e+05,3.662221137119663350e-01
3.200000000000000000e+05,3.662221137119663350e-01
3.225600000000000000e+05,3.662221137119663350e-01
3.251200000000000000e+05,3.662221137119663350e-01
3.276800000000000000e+05,3.662221137119663350e-01
3.302400000000000000e+05,3.662221137119663350e-01
3.328000000000000000e+05,3.662221137119663350e-01
3.353600000000000000e+05,3.662221137119663350e-01
3.379200000000000000e+05,3.662221137119663350e-01
3.404800000000000000e+05,3.662221137119663350e-01
3.430400000000000000e+05,3.662221137119663350e-01
3.456000000000000000e+05,1.777397991882076478e-01
3.481600000000000000e+05,1.777397991882076478e-01
3.507200000000000000e+05,3.662221137119663350e-01
3.532800000000000000e+05,3.662221137119663350e-01
3.558400000000000000e+05,3.662221137119663350e-01
3.584000000000000000e+05,3.662221137119663350e-01
3.609600000000000000e+05,1.777397991882076478e-01
3.635200000000000000e+05,3.662221137119663350e-01
3.660800000000000000e+05,3.662221137119663350e-01
3.686400000000000000e+05,3.662221137119663350e-01
3.712000000000000000e+05,5.547044282357249667e-01
3.737600000000000000e+05,3.662221137119663350e-01
3.763200000000000000e+05,1.777397991882076478e-01
3.788800000000000000e+05,3.662221137119663350e-01
3.814400000000000000e+05,3.662221137119663350e-01
3.840000000000000000e+05,3.662221137119663350e-01
3.865600000000000000e+05,1.777397991882076478e-01
3.891200000000000000e+05,1.777397991882076478e-01
3.916800000000000000e+05,1.777397991882076478e-01
3.942400000000000000e+05,1.777397991882076478e-01
3.968000000000000000e+05,1.777397991882076478e-01
3.993600000000000000e+05,3.662221137119663350e-01
4.019200000000000000e+05,3.662221137119663350e-01
4.044800000000000000e+05,1.777397991882076478e-01
4.070400000000000000e+05,3.662221137119663350e-01
4.096000000000000000e+05,3.662221137119663350e-01
4.121600000000000000e+05,3.662221137119663350e-01
4.147200000000000000e+05,3.662221137119663350e-01
4.172800000000000000e+05,3.662221137119663350e-01
4.198400000000000000e+05,1.777397991882076478e-01
4.224000000000000000e+05,3.662221137119663350e-01
4.249600000000000000e+05,3.662221137119663350e-01
4.275200000000000000e+05,3.662221137119663350e-01
4.300800000000000000e+05,3.662221137119663350e-01
4.326400000000000000e+05,5.547044282357249667e-01
4.352000000000000000e+05,1.777397991882076478e-01
4.377600000000000000e+05,3.662221137119663350e-01
4.403200000000000000e+05,1.777397991882076478e-01
4.428800000000000000e+05,3.662221137119663350e-01
4.454400000000000000e+05,3.662221137119663350e-01
4.480000000000000000e+05,3.662221137119663350e-01
4.505600000000000000e+05,3.662221137119663350e-01
4.531200000000000000e+05,3.662221137119663350e-01
4.556800000000000000e+05,3.662221137119663350e-01
4.582400000000000000e+05,1.777397991882076478e-01
4.608000000000000000e+05,1.777397991882076478e-01
4.633600000000000000e+05,3.662221137119663350e-01
4.659200000000000000e+05,3.662221137119663350e-01
4.684800000000000000e+05,3.662221137119663350e-01
4.710400000000000000e+05,3.662221137119663350e-01
4.736000000000000000e+05,3.662221137119663350e-01
4.761600000000000000e+05,1.777397991882076478e-01
4.787200000000000000e+05,3.662221137119663350e-01
4.812800000000000000e+05,3.662221137119663350e-01
4.838400000000000000e+05,3.662221137119663350e-01
4.864000000000000000e+05,1.777397991882076478e-01
4.889600000000000000e+05,3.662221137119663350e-01
4.915200000000000000e+05,3.662221137119663350e-01
4.940800000000000000e+05,1.777397991882076478e-01
4.966400000000000000e+05,3.662221137119663350e-01
4.992000000000000000e+05,3.662221137119663350e-01
5.017600000000000000e+05,3.662221137119663350e-01
5.043200000000000000e+05,3.662221137119663350e-01
5.068800000000000000e+05,1.777397991882076478e-01
5.094400000000000000e+05,3.662221137119663350e-01
5.120000000000000000e+05,3.662221137119663350e-01
5.145600000000000000e+05,3.662221137119663350e-01
5.171200000000000000e+05,1.777397991882076478e-01
5.196800000000000000e+05,3.662221137119663350e-01
5.222400000000000000e+05,3.662221137119663350e-01
5.248000000000000000e+05,3.662221137119663350e-01
5.273600000000000000e+05,3.662221137119663350e-01
5.299200000000000000e+05,3.662221137119663350e-01
5.324800000000000000e+05,3.662221137119663350e-01
5.350400000000000000e+05,3.662221137119663350e-01
5.376000000000000000e+05,1.777397991882076478e-01
5.401600000000000000e+05,3.662221137119663350e-01
5.427200000000000000e+05,3.662221137119663350e-01
5.452800000000000000e+05,3.662221137119663350e-01
5.478400000000000000e+05,3.662221137119663350e-01
5.504000000000000000e+05,3.662221137119663350e-01
5.529600000000000000e+05,3.662221137119663350e-01
5.555200000000000000e+05,3.662221137119663350e-01
5.580800000000000000e+05,3.662221137119663350e-01
5.606400000000000000e+05,3.662221137119663350e-01
5.632000000000000000e+05,3.662221137119663350e-01
5.657600000000000000e+05,3.662221137119663350e-01
5.683200000000000000e+05,3.662221137119663350e-01
5.708800000000000000e+05,3.662221137119663350e-01
5.734400000000000000e+05,3.662221137119663350e-01
5.760000000000000000e+05,3.662221137119663350e-01
5.785600000000000000e+05,1.777397991882076478e-01
5.811200000000000000e+05,3.662221137119663350e-01
5.836800000000000000e+05,5.547044282357249667e-01
5.862400000000000000e+05,3.662221137119663350e-01
5.888000000000000000e+05,3.662221137119663350e-01
5.913600000000000000e+05,3.662221137119663350e-01
5.939200000000000000e+05,3.662221137119663350e-01
5.964800000000000000e+05,3.662221137119663350e-01
5.990400000000000000e+05,3.662221137119663350e-01
6.016000000000000000e+05,1.777397991882076478e-01
6.041600000000000000e+05,3.662221137119663350e-01
6.067200000000000000e+05,3.662221137119663350e-01
6.092800000000000000e+05,1.777397991882076478e-01
6.118400000000000000e+05,3.662221137119663350e-01
6.144000000000000000e+05,3.662221137119663350e-01
6.169600000000000000e+05,3.662221137119663350e-01
6.195200000000000000e+05,3.662221137119663350e-01
6.220800000000000000e+05,3.662221137119663350e-01
6.246400000000000000e+05,3.662221137119663350e-01
6.272000000000000000e+05,1.777397991882076478e-01
6.297600000000000000e+05,3.662221137119663350e-01
6.323200000000000000e+05,3.662221137119663350e-01
6.348800000000000000e+05,3.662221137119663350e-01
6.374400000000000000e+05,3.662221137119663350e-01
6.400000000000000000e+05,3.662221137119663350e-01
6.425600000000000000e+05,5.547044282357249667e-01
6.451200000000000000e+05,3.662221137119663350e-01
6.476800000000000000e+05,3.662221137119663350e-01
6.502400000000000000e+05,1.777397991882076478e-01
6.528000000000000000e+05,3.662221137119663350e-01
6.553600000000000000e+05,3.662221137119663350e-01
6.579200000000000000e+05,3.662221137119663350e-01
6.604800000000000000e+05,3.662221137119663350e-01
6.630400000000000000e+05,3.662221137119663350e-01
6.656000000000000000e+05,3.662221137119663350e-01
6.681600000000000000e+05,3.662221137119663350e-01
6.707200000000000000e+05,3.662221137119663350e-01
6.732800000000000000e+05,5.547044282357249667e-01
6.758400000000000000e+05,3.662221137119663350e-01
6.784000000000000000e+05,3.662221137119663350e-01
6.809600000000000000e+05,1.777397991882076478e-01
6.835200000000000000e+05,3.662221137119663350e-01
6.860800000000000000e+05,3.662221137119663350e-01
6.886400000000000000e+05,3.662221137119663350e-01
6.912000000000000000e+05,3.662221137119663350e-01
6.937600000000000000e+05,1.777397991882076478e-01
6.963200000000000000e+05,3.662221137119663350e-01
6.988800000000000000e+05,3.662221137119663350e-01
7.014400000000000000e+05,3.662221137119663350e-01
7.040000000000000000e+05,3.662221137119663350e-01
7.065600000000000000e+05,1.777397991882076478e-01
7.091200000000000000e+05,1.777397991882076478e-01
7.116800000000000000e+05,3.662221137119663350e-01
7.142400000000000000e+05,1.777397991882076478e-01
7.168000000000000000e+05,3.662221137119663350e-01
7.193600000000000000e+05,3.662221137119663350e-01
7.219200000000000000e+05,3.662221137119663350e-01
7.244800000000000000e+05,3.662221137119663350e-01
7.270400000000000000e+05,1.777397991882076478e-01
7.296000000000000000e+05,3.662221137119663350e-01
7.321600000000000000e+05,3.662221137119663350e-01
7.347200000000000000e+05,3.662221137119663350e-01
7.372800000000000000e+05,5.547044282357249667e-01
7.398400000000000000e+05,3.662221137119663350e-01
7.424000000000000000e+05,3.662221137119663350e-01
7.449600000000000000e+05,3.662221137119663350e-01
7.475200000000000000e+05,3.662221137119663350e-01
7.500800000000000000e+05,3.662221137119663350e-01
7.526400000000000000e+05,3.662221137119663350e-01
7.552000000000000000e+05,3.662221137119663350e-01
7.577600000000000000e+05,3.662221137119663350e-01
7.603200000000000000e+05,3.662221137119663350e-01
7.628800000000000000e+05,3.662221137119663350e-01
7.654400000000000000e+05,3.662221137119663350e-01
7.680000000000000000e+05,3.662221137119663350e-01
7.705600000000000000e+05,3.662221137119663350e-01
7.731200000000000000e+05,3.662221137119663350e-01
7.756800000000000000e+05,3.662221137119663350e-01
7.782400000000000000e+05,3.662221137119663350e-01
7.808000000000000000e+05,1.777397991882076478e-01
7.833600000000000000e+05,3.662221137119663350e-01
7.859200000000000000e+05,1.777397991882076478e-01
7.884800000000000000e+05,3.662221137119663350e-01
7.910400000000000000e+05,3.662221137119663350e-01
7.936000000000000000e+05,3.662221137119663350e-01
7.961600000000000000e+05,1.777397991882076478e-01
7.987200000000000000e+05,3.662221137119663350e-01
8.012800000000000000e+05,3.662221137119663350e-01
8.038400000000000000e+05,3.662221137119663350e-01
8.064000000000000000e+05,1.777397991882076478e-01
8.089600000000000000e+05,3.662221137119663350e-01
8.115200000000000000e+05,1.777397991882076478e-01
8.140800000000000000e+05,3.662221137119663350e-01
8.166400000000000000e+05,3.662221137119663350e-01
8.192000000000000000e+05,3.662221137119663350e-01
8.217600000000000000e+05,3.662221137119663350e-01
8.243200000000000000e+05,3.662221137119663350e-01
8.268800000000000000e+05,3.662221137119663350e-01
8.294400000000000000e+05,3.662221137119663350e-01
8.320000000000000000e+05,3.662221137119663350e-01
8.345600000000000000e+05,5.547044282357249667e-01
8.371200000000000000e+05,3.662221137119663350e-01
8.396800000000000000e+05,3.662221137119663350e-01
8.422400000000000000e+05,3.662221137119663350e-01
8.448000000000000000e+05,3.662221137119663350e-01
8.473600000000000000e+05,3.662221137119663350e-01
8.499200000000000000e+05,1.777397991882076478e-01
8.524800000000000000e+05,3.662221137119663350e-01
8.550400000000000000e+05,3.662221137119663350e-01
8.576000000000000000e+05,5.547044282357249667e-01
8.601600000000000000e+05,3.662221137119663350e-01
8.627200000000000000e+05,3.662221137119663350e-01
8.652800000000000000e+05,3.662221137119663350e-01
8.678400000000000000e+05,3.662221137119663350e-01
8.704000000000000000e+05,3.662221137119663350e-01
8.729600000000000000e+05,3.662221137119663350e-01
8.755200000000000000e+05,3.662221137119663350e-01
8.780800000000000000e+05,3.662221137119663350e-01
8.806400000000000000e+05,3.662221137119663350e-01
8.832000000000000000e+05,3.662221137119663350e-01
8.857600000000000000e+05,3.662221137119663350e-01
8.883200000000000000e+05,3.662221137119663350e-01
8.908800000000000000e+05,3.662221137119663350e-01
8.934400000000000000e+05,3.662221137119663350e-01
8.960000000000000000e+05,3.662221137119663350e-01
8.985600000000000000e+05,5.547044282357249667e-01
9.011200000000000000e+05,5.547044282357249667e-01
9.036800000000000000e+05,3.662221137119663350e-01
9.062400000000000000e+05,3.662221137119663350e-01
9.088000000000000000e+05,3.662221137119663350e-01
9.113600000000000000e+05,1.777397991882076478e-01
9.139200000000000000e+05,3.662221137119663350e-01
9.164800000000000000e+05,1.777397991882076478e-01
9.190400000000000000e+05,3.662221137119663350e-01
9.216000000000000000e+05,3.662221137119663350e-01
9.241600000000000000e+05,3.662221137119663350e-01
9.267200000000000000e+05,3.662221137119663350e-01
9.292800000000000000e+05,3.662221137119663350e-01
9.318400000000000000e+05,3.662221137119663350e-01
9.344000000000000000e+05,3.662221137119663350e-01
9.369600000000000000e+05,3.662221137119663350e-01
9.395200000000000000e+05,3.662221137119663350e-01
9.420800000000000000e+05,3.662221137119663350e-01
9.446400000000000000e+05,3.662221137119663350e-01
9.472000000000000000e+05,1.777397991882076478e-01
9.497600000000000000e+05,3.662221137119663350e-01
9.523200000000000000e+05,3.662221137119663350e-01
9.548800000000000000e+05,5.547044282357249667e-01
9.574400000000000000e+05,3.662221137119663350e-01
9.600000000000000000e+05,3.662221137119663350e-01
9.625600000000000000e+05,3.662221137119663350e-01
9.651200000000000000e+05,1.777397991882076478e-01
9.676800000000000000e+05,1.777397991882076478e-01
9.702400000000000000e+05,3.662221137119663350e-01
9.728000000000000000e+05,3.662221137119663350e-01
9.753600000000000000e+05,5.547044282357249667e-01
9.779200000000000000e+05,3.662221137119663350e-01
9.804800000000000000e+05,3.662221137119663350e-01
9.830400000000000000e+05,3.662221137119663350e-01
9.856000000000000000e+05,3.662221137119663350e-01
9.881600000000000000e+05,5.547044282357249667e-01
9.907200000000000000e+05,3.662221137119663350e-01
9.932800000000000000e+05,3.662221137119663350e-01
9.958400000000000000e+05,5.547044282357249667e-01
9.984000000000000000e+05,3.662221137119663350e-01
1.000960000000000000e+06,3.662221137119663350e-01
1.003520000000000000e+06,5.547044282357249667e-01
1.006080000000000000e+06,3.662221137119663350e-01
1.008640000000000000e+06,3.662221137119663350e-01
1.011200000000000000e+06,3.662221137119663350e-01
1.013760000000000000e+06,3.662221137119663350e-01
1.016320000000000000e+06,3.662221137119663350e-01
1.018880000000000000e+06,1.777397991882076478e-01
1.021440000000000000e+06,3.662221137119663350e-01
1.024000000000000000e+06,3.662221137119663350e-01
1.026560000000000000e+06,3.662221137119663350e-01
1.029120000000000000e+06,3.662221137119663350e-01
1.031680000000000000e+06,1.777397991882076478e-01
1.034240000000000000e+06,5.547044282357249667e-01
1.036800000000000000e+06,3.662221137119663350e-01
1.039360000000000000e+06,3.662221137119663350e-01
1.041920000000000000e+06,3.662221137119663350e-01
1.044480000000000000e+06,3.662221137119663350e-01
1.047040000000000000e+06,3.662221137119663350e-01
1.049600000000000000e+06,1.777397991882076478e-01
1.052160000000000000e+06,5.547044282357249667e-01
1.054720000000000000e+06,3.662221137119663350e-01
1.057280000000000000e+06,1.777397991882076478e-01
1.059840000000000000e+06,1.777397991882076478e-01
1.062400000000000000e+06,3.662221137119663350e-01
1.064960000000000000e+06,1.777397991882076478e-01
1.067520000000000000e+06,3.662221137119663350e-01
1.070080000000000000e+06,3.662221137119663350e-01
1.072640000000000000e+06,3.662221137119663350e-01
1.075200000000000000e+06,3.662221137119663350e-01
1.077760000000000000e+06,3.662221137119663350e-01
1.080320000000000000e+06,3.662221137119663350e-01
1.082880000000000000e+06,3.662221137119663350e-01
1.085440000000000000e+06,5.547044282357249667e-01
1.088000000000000000e+06,3.662221137119663350e-01
1.090560000000000000e+06,1.777397991882076478e-01
1.093120000000000000e+06,1.777397991882076478e-01
1.095680000000000000e+06,3.662221137119663350e-01
1.098240000000000000e+06,3.662221137119663350e-01
1.100800000000000000e+06,3.662221137119663350e-01
1.103360000000000000e+06,3.662221137119663350e-01
1.105920000000000000e+06,1.777397991882076478e-01
1.108480000000000000e+06,3.662221137119663350e-01
1.111040000000000000e+06,3.662221137119663350e-01
1.113600000000000000e+06,3.662221137119663350e-01
1.116160000000000000e+06,3.662221137119663350e-01
1.118720000000000000e+06,3.662221137119663350e-01
1.121280000000000000e+06,5.547044282357249667e-01
1.123840000000000000e+06,3.662221137119663350e-01
1.126400000000000000e+06,1.777397991882076478e-01
1.128960000000000000e+06,3.662221137119663350e-01
1.131520000000000000e+06,3.662221137119663350e-01
1.134080000000000000e+06,3.662221137119663350e-01
1.136640000000000000e+06,3.662221137119663350e-01
1.139200000000000000e+06,3.662221137119663350e-01
1.141760000000000000e+06,3.662221137119663350e-01
1.144320000000000000e+06,3.662221137119663350e-01
1.146880000000000000e+06,3.662221137119663350e-01
1.149440000000000000e+06,1.777397991882076478e-01
1.152000000000000000e+06,3.662221137119663350e-01
1.154560000000000000e+06,1.777397991882076478e-01
1.157120000000000000e+06,5.547044282357249667e-01
1.159680000000000000e+06,1.777397991882076478e-01
1.162240000000000000e+06,3.662221137119663350e-01
1.164800000000000000e+06,3.662221137119663350e-01
1.167360000000000000e+06,3.662221137119663350e-01
1.169920000000000000e+06,3.662221137119663350e-01
1.172480000000000000e+06,3.662221137119663350e-01
1.175040000000000000e+06,1.777397991882076478e-01
1.177600000000000000e+06,3.662221137119663350e-01
1.180160000000000000e+06,3.662221137119663350e-01
1.182720000000000000e+06,3.662221137119663350e-01
1.185280000000000000e+06,1.777397991882076478e-01
1.187840000000000000e+06,3.662221137119663350e-01
1.190400000000000000e+06,3.662221137119663350e-01
1.192960000000000000e+06,3.662221137119663350e-01
1.195520000000000000e+06,3.662221137119663350e-01
1.198080000000000000e+06,3.662221137119663350e-01
1.200640000000000000e+06,3.662221137119663350e-01
1.203200000000000000e+06,3.662221137119663350e-01
1.205760000000000000e+06,3.662221137119663350e-01
1.208320000000000000e+06,3.662221137119663350e-01
1.210880000000000000e+06,3.662221137119663350e-01
1.213440000000000000e+06,3.662221137119663350e-01
1.216000000000000000e+06,3.662221137119663350e-01
1.218560000000000000e+06,3.662221137119663350e-01
1.221120000000000000e+06,3.662221137119663350e-01
1.223680000000000000e+06,3.662221137119663350e-01
1.226240000000000000e+06,1.777397991882076478e-01
1.228800000000000000e+06,1.777397991882076478e-01
1.231360000000000000e+06,3.662221137119663350e-01
1.233920000000000000e+06,3.662221137119663350e-01
1.236480000000000000e+06,1.777397991882076478e-01
1.239040000000000000e+06,3.662221137119663350e-01
1.241600000000000000e+06,1.777397991882076478e-01
1.244160000000000000e+06,3.662221137119663350e-01
1.246720000000000000e+06,3.662221137119663350e-01
1.249280000000000000e+06,3.662221137119663350e-01
1.251840000000000000e+06,3.662221137119663350e-01
1.254400000000000000e+06,1.777397991882076478e-01
1.256960000000000000e+06,3.662221137119663350e-01
1.259520000000000000e+06,1.777397991882076478e-01
1.262080000000000000e+06,1.777397991882076478e-01
1.264640000000000000e+06,3.662221137119663350e-01
1.267200000000000000e+06,3.662221137119663350e-01
1.269760000000000000e+06,1.777397991882076478e-01
1.272320000000000000e+06,3.662221137119663350e-01
1.274880000000000000e+06,3.662221137119663350e-01
1.277440000000000000e+06,3.662221137119663350e-01
1.280000000000000000e+06,1.777397991882076478e-01
1.282560000000000000e+06,3.662221137119663350e-01
1.285120000000000000e+06,3.662221137119663350e-01
1.287680000000000000e+06,3.662221137119663350e-01
1.290240000000000000e+06,3.662221137119663350e-01
1.292800000000000000e+06,3.662221137119663350e-01
1.295360000000000000e+06,3.662221137119663350e-01
1.297920000000000000e+06,1.777397991882076478e-01
1.300480000000000000e+06,3.662221137119663350e-01
1.303040000000000000e+06,3.662221137119663350e-01
1.305600000000000000e+06,3.662221137119663350e-01
1.308160000000000000e+06,3.662221137119663350e-01
1.310720000000000000e+06,3.662221137119663350e-01
1.313280000000000000e+06,3.662221137119663350e-01
1.315840000000000000e+06,1.777397991882076478e-01
1.318400000000000000e+06,3.662221137119663350e-01
1.320960000000000000e+06,3.662221137119663350e-01
1.323520000000000000e+06,3.662221137119663350e-01
1.326080000000000000e+06,3.662221137119663350e-01
1.328640000000000000e+06,3.662221137119663350e-01
1.331200000000000000e+06,3.662221137119663350e-01
1.333760000000000000e+06,3.662221137119663350e-01
1.336320000000000000e+06,3.662221137119663350e-01
1.338880000000000000e+06,3.662221137119663350e-01
1.341440000000000000e+06,3.662221137119663350e-01
1.344000000000000000e+06,3.662221137119663350e-01
1.346560000000000000e+06,5.547044282357249667e-01
1.349120000000000000e+06,3.662221137119663350e-01
1.351680000000000000e+06,5.547044282357249667e-01
1.354240000000000000e+06,3.662221137119663350e-01
1.356800000000000000e+06,3.662221137119663350e-01
1.359360000000000000e+06,3.662221137119663350e-01
1.361920000000000000e+06,3.662221137119663350e-01
1.364480000000000000e+06,3.662221137119663350e-01
1.367040000000000000e+06,3.662221137119663350e-01
1.369600000000000000e+06,3.662221137119663350e-01
1.372160000000000000e+06,3.662221137119663350e-01
1.374720000000000000e+06,3.662221137119663350e-01
1.377280000000000000e+06,1.777397991882076478e-01
1.379840000000000000e+06,3.662221137119663350e-01
1.382400000000000000e+06,3.662221137119663350e-01
1.384960000000000000e+06,3.662221137119663350e-01
1.387520000000000000e+06,3.662221137119663350e-01
1.390080000000000000e+06,3.662221137119663350e-01
1.392640000000000000e+06,3.662221137119663350e-01
1.395200000000000000e+06,3.662221137119663350e-01
1.397760000000000000e+06,3.662221137119663350e-01
1.400320000000000000e+06,3.662221137119663350e-01
1.402880000000000000e+06,3.662221137119663350e-01
1.405440000000000000e+06,3.662221137119663350e-01
1.408000000000000000e+06,3.662221137119663350e-01
1.410560000000000000e+06,3.662221137119663350e-01
1.413120000000000000e+06,3.662221137119663350e-01
1.415680000000000000e+06,3.662221137119663350e-01
1.418240000000000000e+06,3.662221137119663350e-01
1.420800000000000000e+06,1.777397991882076478e-01
1.423360000000000000e+06,3.662221137119663350e-01
1.425920000000000000e+06,3.662221137119663350e-01
1.428480000000000000e+06,5.547044282357249667e-01
1.431040000000000000e+06,3.662221137119663350e-01
1.433600000000000000e+06,5.547044282357249667e-01
1.436160000000000000e+06,3.662221137119663350e-01
1.438720000000000000e+06,3.662221137119663350e-01
1.441280000000000000e+06,3.662221137119663350e-01
1.443840000000000000e+06,3.662221137119663350e-01
1.446400000000000000e+06,3.662221137119663350e-01
1.448960000000000000e+06,5.547044282357249667e-01
1.451520000000000000e+06,5.547044282357249667e-01
1.454080000000000000e+06,3.662221137119663350e-01
1.456640000000000000e+06,3.662221137119663350e-01
1.459200000000000000e+06,1.777397991882076478e-01
1.461760000000000000e+06,3.662221137119663350e-01
1.464320000000000000e+06,1.777397991882076478e-01
1.466880000000000000e+06,3.662221137119663350e-01
1.469440000000000000e+06,3.662221137119663350e-01
1.472000000000000000e+06,3.662221137119663350e-01
1.474560000000000000e+06,3.662221137119663350e-01
1.477120000000000000e+06,3.662221137119663350e-01
1.479680000000000000e+06,3.662221137119663350e-01
1.482240000000000000e+06,3.662221137119663350e-01
1.484800000000000000e+06,3.662221137119663350e-01
1.487360000000000000e+06,5.547044282357249667e-01
